Id,SalePrice
1598,194838.32769829754
1599,201096.67857232955
1600,188532.0783685538
1601,71906.20583469729
1602,124445.92422101517
1603,79753.16001818587
1604,285996.3347915229
1605,243180.55431746753
1606,160266.15573713093
1607,169561.98873066867
1608,206630.9897093958
1609,189940.87126308933
1610,153121.98027444616
1611,143580.25249347798
1612,174872.06076787403
1613,163866.68396513074
1614,126904.65463151383
1615,87936.28241160592
1616,75581.76959743713
1617,91037.82091552862
1618,128639.88659848481
1619,141630.19366853856
1620,157513.09141594087
1621,138849.38921656235
1622,144521.37620459186
1623,285845.40198080335
1624,209131.86671675163
1625,125889.76623011235
1626,167740.7672713441
1627,189278.7148334109
1628,288447.03579991875
1629,175308.4015102433
1630,357891.69091081497
1631,248420.8661629707
1632,252745.6051460317
1633,168639.596264748
1634,183340.7260668954
1635,180491.17446712652
1636,158983.1401717245
1637,192618.65227576194
1638,198850.52430441775
1639,177959.19495760972
1640,247576.0821917254
1641,180623.32336902793
1642,227788.20460233637
1643,221116.81413348718
1644,230605.12238649445
1645,204019.2204105667
1646,157021.33907178722
1647,161783.5201536776
1648,133187.08595476454
1649,136404.87691925405
1650,114356.55484111788
1651,116735.46411555969
1652,95707.97009718594
1653,102194.68151839537
1654,152014.02831243692
1655,145384.72388212002
1656,147060.99233839006
1657,154169.1112969936
1658,148444.66611848006
1659,137127.24546882865
1660,148092.9595623778
1661,419500.89032243803
1662,388439.6527804718
1663,388425.27960365545
1664,396520.959622657
1665,324628.4901109298
1666,328017.98078049516
1667,361991.9244330795
1668,341051.33716676984
1669,303772.88818156696
1670,351109.9062208149
1671,256454.98404051852
1672,424549.59385267325
1673,292088.7865415325
1674,248422.51241117204
1675,183243.65708124428
1676,182779.8716756513
1677,206552.01616343515
1678,396295.02179801714
1679,378594.1549674655
1680,333006.5491499054
1681,275772.0878873854
1682,314225.4162102108
1683,180801.41222445166
1684,172238.563712413
1685,171660.63968244378
1686,165574.43257873497
1687,161992.38318202365
1688,183475.35561521494
1689,187905.8102040796
1690,185255.32388866387
1691,176248.71248060113
1692,276226.26633957186
1693,166130.92618830345
1694,181903.94956820816
1695,166971.1282207558
1696,271878.216396069
1697,169481.00330319614
1698,346205.44247599586
1699,326258.52493982296
1700,250282.40660726585
1701,274351.0703693225
1702,255401.30269420418
1703,248901.07931217866
1704,286895.57143971877
1705,244480.83788174554
1706,288570.29885817756
1707,225668.22211753184
1708,205494.30135091417
1709,273484.8776961295
1710,222525.5859851016
1711,263670.539337182
1712,240329.15229560083
1713,256981.44701776226
1714,221448.5731732714
1715,203479.98189594204
1716,182686.8426628851
1717,168980.224009665
1718,141945.0174625353
1719,211255.31883518075
1720,251244.61127242877
1721,161785.57039864632
1722,123761.13891357162
1723,151871.20650653684
1724,212144.87131555923
1725,239209.39231715698
1726,187520.17018121234
1727,157455.45634610404
1728,176510.14455906628
1729,164465.47564375677
1730,157931.04362860063
1731,117735.96516306356
1732,132737.06437425836
1733,117587.23260427608
1734,126631.67677251576
1735,122450.20911448826
1736,110343.34951382462
1737,329543.8139341367
1738,229632.48457888587
1739,267478.53438867046
1740,203128.6773246588
1741,185174.04996313946
1742,165413.27839603182
1743,165742.58939353374
1744,330678.1055218172
1745,227903.312088212
1746,229085.3818712892
1747,218508.01802947884
1748,212337.72075181137
1749,148784.28085678117
1750,137887.60315780996
1751,237962.29819472335
1752,116902.35784306911
1753,146843.2061455541
1754,207113.601455368
1755,166204.30711574276
1756,132079.9614049697
1757,118275.08013913012
1758,142385.9818251085
1759,161123.49685517556
1760,160482.38848427703
1761,150468.59159385986
1762,175979.40799829675
1763,172254.06964364555
1764,116454.95855779543
1765,190783.70197247344
1766,183495.10657231102
1767,218072.24418441602
1768,139408.2320185304
1769,165301.39243823837
1770,142411.800724303
1771,134096.0023250365
1772,137958.98823404862
1773,125486.68726459025
1774,134475.21171362553
1775,136839.7351359879
1776,128901.25665039963
1777,114246.72703677499
1778,136807.28405629256
1779,122650.073638
1780,167739.69825990798
1781,128280.94721220486
1782,86252.48428587125
1783,134151.16773043675
1784,99912.5539060667
1785,124488.65559233395
1786,148267.0655057353
1787,154793.6815178203
1788,60265.655222758185
1789,102064.69398929989
1790,77458.38443002224
1791,176695.70797014525
1792,159475.54766448142
1793,142278.7607826592
1794,149211.33806372207
1795,134117.5368052933
1796,137213.76941884626
1797,123154.63750440266
1798,126069.3900878924
1799,106830.74059779057
1800,121601.35273092875
1801,122411.22684170271
1802,140958.37381969683
1803,153531.62545610525
1804,128465.84744258791
1805,134580.465269094
1806,117276.3043763868
1807,136731.18919793438
1808,123892.88751463442
1809,122602.94811672841
1810,144510.750977573
1811,114810.42664803274
1812,104382.27166277317
1813,125542.98880678228
1814,98977.1409042736
1815,60666.932909406496
1816,107323.6464858615
1817,116726.82230565138
1818,143257.71048060016
1819,128173.5265295828
1820,58143.648310823344
1821,112525.01089912125
1822,152507.3420535665
1823,56202.60411417267
1824,127539.21195664081
1825,138023.6006361096
1826,105251.16132009121
1827,110017.10267885937
1828,139077.34841626126
1829,127223.24421260807
1830,147808.0545413183
1831,161782.37315142373
1832,58898.08704992558
1833,135872.81308850343
1834,124596.26005097064
1835,143889.2139013071
1836,128606.71977083194
1837,87591.46686840768
1838,123955.31061176867
1839,100156.29009250404
1840,167626.62486953402
1841,137339.32293871223
1842,82848.37973191406
1843,141852.34401144448
1844,146126.6002788154
1845,143904.8951672704
1846,157765.85076010472
1847,156867.5456908931
1848,55552.72178705078
1849,122040.46652506509
1850,121310.74062257877
1851,146823.093914956
1852,117157.95546100296
1853,123261.84123389551
1854,170248.57920021465
1855,150970.0552876223
1856,216051.522328375
1857,162298.85869890198
1858,142217.1770200463
1859,124805.27154283489
1860,149565.58558463605
1861,125341.05346900549
1862,291205.9192558531
1863,282657.9245058654
1864,282667.0984064679
1865,350728.7413154133
1866,347553.5872158706
1867,242102.35753617724
1868,306291.09152714367
1869,197830.65289588264
1870,247280.54400895376
1871,263737.0686514503
1872,169165.51012231805
1873,235644.99126835205
1874,141879.12460836672
1875,204209.8769648181
1876,197551.79607241732
1877,212431.0549786224
1878,205564.54491395247
1879,136199.54907472242
1880,133953.18349808513
1881,245277.61765136512
1882,250451.789915417
1883,190854.94102202004
1884,208917.79591876979
1885,252444.76899059772
1886,306475.4392755151
1887,212951.67228953957
1888,280048.62916715717
1889,164815.6072597284
1890,119878.14808795457
1891,123962.1581499667
1892,109170.11024574812
1893,129882.05266989484
1894,118954.88496620103
1895,141567.088209303
1896,125182.94979684001
1897,119436.3247308671
1898,107958.80648676406
1899,153076.728088586
1900,148642.87126895064
1901,179992.9989210995
1902,160616.71663139432
1903,212900.05361893843
1904,153201.5697601851
1905,187906.9125500782
1906,173846.90382989438
1907,207159.43027707186
1908,117037.5908004552
1909,134998.00094999067
1910,125817.355825972
1911,203471.1054998664
1912,284323.6059050755
1913,148984.0989704387
1914,59688.54107818621
1915,339685.61152151437
1916,47520.5676075587
1917,256540.04920465764
1918,135608.29546347985
1919,156573.04424181845
1920,158309.48271619185
1921,405019.55890237255
1922,362014.34114170587
1923,219625.68849970042
1924,219091.0669641934
1925,209598.09166271033
1926,393849.1454103471
1927,136815.0528201903
1928,161848.47611476554
1929,118515.39866893012
1930,131754.1037893103
1931,140716.59272682082
1932,137546.5015516747
1933,180636.3251948641
1934,183132.18923345942
1935,172055.13937300158
1936,195612.37127771825
1937,181846.07345247563
1938,169262.95324646073
1939,274137.9327405421
1940,206543.01868163425
1941,173412.41066499395
1942,178273.0593593032
1943,223029.42302455986
1944,348644.16783269105
1945,389644.5448708323
1946,147173.75475967102
1947,259290.8869840598
1948,178153.4620779385
1949,238538.30688837325
1950,175269.36085664944
1951,259211.17096439423
1952,216108.57589173442
1953,171205.63526086052
1954,187294.75822954063
1955,126770.80186588323
1956,301409.1638699344
1957,157651.58506025386
1958,281480.9447300344
1959,126716.23772190204
1960,106257.1116181013
1961,125209.01066608848
1962,98009.2461503941
1963,109683.51511400826
1964,106986.37633899237
1965,140595.95599200242
1966,149998.7105636158
1967,301040.5488393407
1968,403082.18192848837
1969,383688.12303244724
1970,404877.94002971036
1971,462542.9134285815
1972,365133.4295403406
1973,284015.5045885102
1974,328515.4379401761
1975,408491.39504577155
1976,277435.97616069834
1977,357094.9414141117
1978,356876.9592114755
1979,338782.7673089649
1980,192458.329469401
1981,351235.6489333015
1982,226769.73132803562
1983,213429.5008099162
1984,169945.0225644719
1985,211967.53620410128
1986,206211.17292289273
1987,192054.03921769423
1988,172586.77744143733
1989,188098.56016872716
1990,207984.130775251
1991,214940.57575617757
1992,213869.8439251861
1993,170516.9993682931
1994,235086.03287785547
1995,182747.11981792995
1996,275780.35107924696
1997,329167.2884131348
1998,323918.7556883186
1999,279691.5632074123
2000,304844.7002564752
2001,270594.21841063234
2002,236340.51436694455
2003,247450.18799614906
2004,263027.98505300406
2005,238069.1791505738
2006,234236.11104421792
2007,246143.5324620204
2008,225158.558625303
2009,195441.56792164827
2010,189533.45017789304
2011,139226.14687581628
2012,179731.39954038034
2013,181372.28476653874
2014,187594.90610444007
2015,204807.11404718636
2016,191745.36327507466
2017,198915.70092893447
2018,117171.25201836345
2019,139208.97724772067
2020,105923.03291827663
2021,106574.09548997467
2022,191891.1662807976
2023,152196.05680574942
2024,245687.05035829902
2025,368033.5946553718
2026,177750.51328979447
2027,151680.86871550977
2028,158612.2157104723
2029,168709.7000884765
2030,264349.6481800719
2031,250340.00077722268
2032,266987.8294259811
2033,260399.99472235376
2034,164425.20189900542
2035,216513.24333680313
2036,202218.2048494604
2037,216051.684088634
2038,340858.00021363446
2039,231562.67716509776
2040,363874.6219103343
2041,290004.1369018363
2042,203268.5137076329
2043,169960.7110960638
2044,178117.8909553289
2045,205468.7815181073
2046,141208.05590867624
2047,143884.5585302886
2048,138931.33041197582
2049,132315.84051790924
2050,177371.55483499225
2051,105540.16563969699
2052,128175.55633860362
2053,142068.78874613703
2054,92864.07470432339
2055,164533.3690214112
2056,128881.89981336899
2057,112759.68417284737
2058,203598.38724104152
2059,135259.14973641283
2060,170557.05861822644
2061,183138.86012676838
2062,129709.59355710569
2063,112831.33087173793
2064,138871.35761108293
2065,105547.4213733509
2066,171186.21841209292
2067,117562.5070000208
2068,135036.2683466473
2069,85085.7244128791
2070,109836.93063643722
2071,92597.40823705039
2072,140188.78394694944
2073,128899.00433408667
2074,176283.3777949704
2075,158094.5952194318
2076,125436.1811319318
2077,152669.78497211353
2078,132980.97806678453
2079,133110.72405564555
2080,116614.1052778827
2081,120747.71132969191
2082,125144.08568900479
2083,145318.2003510709
2084,109804.83125989327
2085,124787.82586382779
2086,121687.79703439971
2087,117375.66061079923
2088,103311.82795453917
2089,86042.80741035321
2090,128903.7901682759
2091,119294.85594974621
2092,128952.94876843902
2093,135118.17044624314
2094,132485.14127564456
2095,165944.35272376813
2096,90307.9809411569
2097,94306.71145200515
2098,155125.4833433898
2099,56465.645032054184
2100,82368.35527264976
2101,126771.77197828733
2102,129408.43772501178
2103,106509.4676331957
2104,124114.05649293396
2105,131161.96362607068
2106,85943.02885769044
2107,206695.28895029836
2108,120200.55420698131
2109,113220.37611355189
2110,123196.57864085671
2111,156594.9331998855
2112,136099.95468752677
2113,122880.92812808098
2114,110898.58441778563
2115,156269.20626914056
2116,125674.72823382808
2117,153717.6060639583
2118,117078.37978749188
2119,108356.66054836755
2120,114674.56052446408
2121,109418.26527043489
2122,111951.87327626078
2123,96658.83236815354
2124,172267.60757022732
2125,123177.35992515714
2126,157951.38810454283
2127,147978.56832084534
2128,128383.75092750187
2129,83373.49325286427
2130,141621.2011437405
2131,145572.33284815773
2132,110777.47461205302
2133,122192.08232479154
2134,122602.83991236117
2135,112672.92475685258
2136,69980.84267677343
2137,114907.92064533684
2138,134797.83148679652
2139,148612.5091625981
2140,138375.81300941503
2141,155496.05871042144
2142,127137.15955008562
2143,145491.86652828552
2144,154779.0465005073
2145,137087.97779443147
2146,166357.73164301793
2147,169165.46794656455
2148,127361.04568185011
2149,140487.55471793914
2150,225546.93469852637
2151,124758.93830609834
2152,191797.71908637727
2153,171800.52566581298
2154,101891.23731841026
2155,130828.5882475323
2156,258910.78881927757
2157,234300.80158531133
2158,237455.99097313988
2159,212626.27312727857
2160,176309.8954166893
2161,243952.76223067447
2162,398358.49991913117
2163,358130.7415769628
2164,247410.7727325198
2165,192637.39077542294
2166,146997.17323331893
2167,221945.35867986255
2168,206478.13881053976
2169,192569.17496198337
2170,224004.33143910722
2171,151754.2262742168
2172,139895.23912346334
2173,182669.68853969453
2174,235257.25261606148
2175,296761.30385152047
2176,320939.8438692655
2177,246100.31120288323
2178,220152.74470789777
2179,137748.01385925544
2180,207342.59552718024
2181,194300.40938325404
2182,224471.12545561834
2183,193067.66502467808
2184,130017.19264946964
2185,124848.18893079064
2186,150561.07048265878
2187,150015.4461211975
2188,154639.5354856305
2189,231944.23340041612
2190,83195.29164577492
2191,66202.15379232077
2192,83305.49803762596
2193,115093.11151056456
2194,99729.09777340421
2195,103939.19083114613
2196,107218.58459474135
2197,111464.1915055794
2198,162813.32439262897
2199,168616.96229365308
2200,143546.22782011007
2201,142452.3048695015
2202,208505.75313382258
2203,145535.1712199855
2204,179987.82649722733
2205,120952.90258389564
2206,140922.78817017947
2207,237455.50479210526
2208,234491.09180755354
2209,233053.61732600746
2210,127377.65314374653
2211,118911.24457368617
2212,116566.7760482385
2213,103705.73944622488
2214,141884.42395376056
2215,105935.32146954432
2216,147731.1055401085
2217,97480.7814436973
2218,76550.38332531077
2219,60861.53096703347
2220,51220.080978691934
2221,340377.2384726358
2222,268040.13413330674
2223,277731.6345896247
2224,213498.70919805765
2225,130308.49105777545
2226,186655.37491539973
2227,188928.58939977014
2228,293296.83402675664
2229,243234.9050303691
2230,153191.05895465918
2231,217288.06377331153
2232,181890.65784022046
2233,175899.49777151967
2234,257414.92376143555
2235,212180.2130768978
2236,268197.1409803238
2237,322772.91359278513
2238,195337.0625572706
2239,121520.47843539903
2240,157685.19203879838
2241,148992.8076063059
2242,130825.54282296624
2243,128213.97006756475
2244,98753.7279813111
2245,107046.57824139013
2246,137024.17396426134
2247,112928.53720209026
2248,122530.28074877324
2249,120166.31674261035
2250,132031.50395649907
2251,117499.89963995892
2252,180486.94700660775
2253,159865.8828594404
2254,177456.34394623994
2255,187513.8742488286
2256,182014.7390199871
2257,203238.4810857697
2258,166668.98637406377
2259,178828.82665843083
2260,145967.15753031475
2261,203274.86944439038
2262,234231.54173174305
2263,356265.1630745101
2264,481540.3222570776
2265,174620.72930827513
2266,320558.70761581557
2267,378294.4593577441
2268,418685.965444056
2269,153844.17862639518
2270,183565.20539340374
2271,229553.14369248284
2272,193909.3016452277
2273,157738.9340227991
2274,176403.22771546457
2275,172361.91426451088
2276,192517.53180661076
2277,187899.7074946568
2278,149549.55061563058
2279,128834.78983025748
2280,109380.22622743143
2281,156603.1461846799
2282,167076.76506610587
2283,106657.29253641947
2284,110310.36574206334
2285,152303.3795751953
2286,123391.69418537915
2287,360680.9264512873
2288,287540.0979282232
2289,361626.3244052773
2290,431848.0296674047
2291,330781.3018514932
2292,425559.9564195473
2293,439396.7813057962
2294,399198.9140067892
2295,441255.2175166073
2296,281362.2641188963
2297,350709.68826555973
2298,335583.81546779035
2299,358444.84072602796
2300,328857.970224412
2301,300256.26878327143
2302,245127.73143301392
2303,247610.97086732485
2304,245951.17713618386
2305,183051.5471492006
2306,178957.77137698294
2307,185290.82413324472
2308,220213.9447143738
2309,284578.24584066245
2310,217574.58834565085
2311,194163.11176750428
2312,180012.07831257934
2313,170353.91781221892
2314,181054.03214638506
2315,177766.8521753757
2316,186523.95911938793
2317,182968.4429923911
2318,179004.58438856353
2319,182356.59392487784
2320,185272.9772567544
2321,244965.76809219326
2322,183372.5729612976
2323,183472.37359758865
2324,169274.1353776252
2325,211240.2920105279
2326,165677.68285833803
2327,202790.1554254924
2328,218013.94070894842
2329,186858.00869537436
2330,179982.49570758725
2331,345180.2746880076
2332,396670.9511343292
2333,319779.8356970193
2334,265135.57668920414
2335,285643.4063127253
2336,320297.7478621204
2337,202789.34847279024
2338,276991.19974339445
2339,221043.06080111742
2340,386474.714613476
2341,212078.95108773012
2342,233037.31131062648
2343,218089.74921994866
2344,225265.30884281755
2345,236009.75972074678
2346,227183.54186844183
2347,201521.2839845371
2348,239312.2935795059
2349,177765.36283462713
2350,297269.631461879
2351,264031.2970494087
2352,243233.87905702903
2353,227292.80386825107
2354,144024.54812468836
2355,153893.75869255184
2356,146970.4962719862
2357,193584.60020953583
2358,197012.25007015138
2359,123919.99631955393
2360,119656.91810793562
2361,147274.20891737522
2362,265666.0095335666
2363,140295.40172275435
2364,160647.85452282056
2365,214749.15889037843
2366,196466.0758620867
2367,216579.123553784
2368,209179.87942182514
2369,217972.20343552323
2370,168721.99447785446
2371,157958.3193729117
2372,191005.5174555839
2373,298970.6182481314
2374,318063.4939566573
2375,248484.49870144727
2376,281296.1980840175
2377,353730.0090410453
2378,146841.03096832524
2379,197776.66431150583
2380,146679.36341229072
2381,166630.56718937645
2382,196552.3337610613
2383,199549.26300624746
2384,236251.96738619494
2385,154395.51750669023
2386,138164.6170247195
2387,128739.26355891254
2388,101217.21096919476
2389,121935.25277875758
2390,149768.56989328822
2391,140661.12882439216
2392,115594.61509448405
2393,170024.98533730558
2394,145215.46403153925
2395,199893.34059792964
2396,135766.73707116162
2397,212346.96207907554
2398,133004.28571171808
2399,62531.63229567353
2400,62661.59046171381
2401,124347.2459442269
2402,133338.6135496483
2403,134083.8527641528
2404,142703.81986607614
2405,153453.72221405065
2406,139309.93267515997
2407,128375.76736890695
2408,136277.87599472058
2409,119967.87852523294
2410,172483.61730887092
2411,120052.42034140369
2412,154230.89745808716
2413,127823.7130841319
2414,141928.18714606742
2415,130584.10305217496
2416,131911.64226355773
2417,133717.08558839298
2418,131298.92412812886
2419,129516.03246767749
2420,123572.66947853459
2421,145440.52188526766
2422,108553.88770462632
2423,119457.09692754685
2424,152741.32329379956
2425,206929.92581382653
2426,137580.74477979052
2427,128892.55258362422
2428,178448.38127246537
2429,110301.66492209294
2430,129227.23175118241
2431,107750.5907574189
2432,143241.80687143104
2433,151887.03566037762
2434,141871.64620200274
2435,156252.51802690883
2436,110758.39465744149
2437,109599.62856926415
2438,119022.06454126113
2439,105366.2579303293
2440,125471.70961300303
2441,100430.15458815108
2442,103767.29451202201
2443,124044.55126474104
2444,129723.62814598014
2445,86232.07019647372
2446,127115.66220004378
2447,200463.06955025633
2448,145555.0370606062
2449,109138.75677655113
2450,150475.25225060908
2451,121006.24399414744
2452,206303.8691739939
2453,101944.84591509966
2454,121107.30021718342
2455,121443.4342427156
2456,151562.58797500425
2457,136040.91665038702
2458,124515.37759128737
2459,114484.59359736467
2460,136729.27927655447
2461,119687.8953066264
2462,132280.06924135296
2463,122655.73763431078
2464,170263.09454429548
2465,142471.70894979336
2466,119747.2764142799
2467,133834.0461736323
2468,89974.19154563376
2469,94028.69665870113
2470,185952.5461357966
2471,207668.0958824115
2472,168315.7470130819
2473,122423.2098110857
2474,86940.17442318898
2475,218273.99324480677
2476,114723.51944642454
2477,123621.23762428686
2478,157509.5957681943
2479,114580.95339648146
2480,151529.55574260143
2481,127729.99721526193
2482,127107.51715989893
2483,111441.37785823125
2484,124714.77104533634
2485,128168.54821109684
2486,158980.51125242168
2487,185080.98549910184
2488,159542.05712623554
2489,153866.16053698
2490,153560.67287483485
2491,103729.42182263073
2492,187523.82081540895
2493,140027.8813076954
2494,165522.8266827442
2495,91190.02192209277
2496,227583.32462573415
2497,153327.35106801376
2498,118989.71004897135
2499,95163.00207785635
2500,120232.86239367609
2501,136795.80657692658
2502,147659.1760482875
2503,95306.48517416738
2504,207487.643439598
2505,218645.950918255
2506,257330.139468151
2507,292842.96000639675
2508,255626.9283060593
2509,213922.16102738815
2510,225096.05581535652
2511,180409.01705992952
2512,214381.5664492168
2513,217918.38505177293
2514,258032.91905026534
2515,155513.17045227974
2516,165441.74329732454
2517,141270.259336938
2518,146391.4041060325
2519,234065.21817149373
2520,211904.5529520642
2521,190244.73035764045
2522,219911.1368337232
2523,126982.83557552367
2524,138647.11418401988
2525,149146.7018722623
2526,149621.55066976554
2527,124705.99795368494
2528,143137.3413808468
2529,93243.99002074469
2530,122056.25410973716
2531,254729.95329862717
2532,222743.92870766125
2533,196826.2918893397
2534,242216.44149170225
2535,301643.24100847024
2536,231011.4939891688
2537,245533.71376885762
2538,186279.2446078043
2539,184825.08838217054
2540,178030.1359929123
2541,179927.63724770924
2542,161601.24720319206
2543,120927.91378488031
2544,124521.70329195632
2545,132356.1681834995
2546,135226.1308555033
2547,138250.2399124171
2548,149151.93702177284
2549,151788.90590298153
2550,461754.3156469289
2551,138677.55588445932
2552,133588.26953152526
2553,73140.31578393008
2554,100528.91502813359
2555,115454.96061719535
2556,100789.2768655499
2557,110080.35272555846
2558,151263.1235981153
2559,135922.73440310886
2560,141841.37117249932
2561,146938.7187803059
2562,136584.69433251183
2563,145835.75280374786
2564,181754.87519776612
2565,150188.3230585138
2566,162771.6603558628
2567,130233.58238958321
2568,206520.62257599496
2569,215993.7970448157
2570,123562.75487533922
2571,180660.3919498422
2572,181117.31093033755
2573,220033.32935165885
2574,260913.00504856525
2575,131876.12424472786
2576,138402.05008894028
2577,163064.3698798765
2578,85531.00988274603
2579,62967.88086130025
2580,113774.82170223612
2581,121295.6690585238
2582,121474.3003569451
2583,278824.22539540386
2584,164364.05199315198
2585,175578.06878345434
2586,208778.81785593196
2587,208472.00893993318
2588,151025.1241417
2589,146462.21143742595
2590,201994.83148644466
2591,217016.11364450774
2592,219011.3369461894
2593,254745.22387269943
2594,175163.52862829017
2595,220194.88099066555
2596,306269.69772038236
2597,190857.1853987806
2598,275043.4882590813
2599,321635.4185507852
2600,174798.2272708769
2601,132769.41170515935
2602,81033.56787902686
2603,91270.63029085194
2604,87480.34911999122
2605,80506.66585508997
2606,141493.68401971817
2607,191676.6835099487
2608,205926.6071314155
2609,162013.4100313178
2610,106695.16929778295
2611,167150.7895921079
2612,152865.8757944532
2613,127211.7630541807
2614,121109.4925600395
2615,152766.9110558636
2616,146619.41940750278
2617,192443.4597765708
2618,196835.27786820047
2619,199819.5862025919
2620,186406.56247759087
2621,181271.47859901725
2622,184274.21347934616
2623,250618.28862593774
2624,286530.840497888
2625,323331.55106644455
2626,170457.31296305833
2627,183190.11529342926
2628,429136.1552992202
2629,467328.74786575284
2630,377736.0417191384
2631,439209.5987407375
2632,388140.59617875476
2633,325331.31337210344
2634,412342.21210367605
2635,144445.23388454923
2636,178876.5047577303
2637,189674.80385454142
2638,256114.89668322008
2639,182095.9007005093
2640,149566.87246242107
2641,107971.68108957831
2642,175529.7991859715
2643,108603.78608737292
2644,119236.98873273986
2645,104097.90719034088
2646,94880.02118030384
2647,101131.7968230587
2648,145154.4727420786
2649,140973.68117994466
2650,142070.57644747396
2651,144374.58992354176
2652,405756.3560354966
2653,253235.72747092097
2654,255874.0662175475
2655,398140.90610784106
2656,320290.278520379
2657,347748.2662278436
2658,305163.35858172
2659,322981.9304088675
2660,350269.61932474707
2661,357681.1297573988
2662,356312.1594815737
2663,277135.5168094652
2664,277158.85546059307
2665,303499.38380667474
2666,286378.63327542477
2667,167710.69564142518
2668,185800.07134479858
2669,179722.30435739885
2670,279133.8215827461
2671,187752.4657260142
2672,183751.43344422683
2673,202610.256539273
2674,201631.66488462806
2675,177459.63259409482
2676,186966.31012916236
2677,199464.44676111126
2678,252009.25227484922
2679,279799.3499353383
2680,282201.2680531182
2681,399356.7798071936
2682,310802.1517118557
2683,503015.20371197554
2684,311719.0862829236
2685,336726.697338641
2686,247418.92388866594
2687,314314.8838059974
2688,224524.88635867162
2689,220220.67788927373
2690,385922.29063499364
2691,188656.11116947644
2692,139206.43880727398
2693,196232.47511603564
2694,137696.8377379354
2695,192931.7514290988
2696,183122.39798675268
2697,188456.31172277906
2698,194423.4774393672
2699,166320.48665302663
2700,153456.56268300174
2701,142878.38690368683
2702,110865.33606471172
2703,137843.9602873182
2704,140756.77712515256
2705,124982.7360459506
2706,108274.75259101063
2707,116907.57586671232
2708,141284.5182066412
2709,114127.40276687643
2710,129393.56577384048
2711,315268.81330324884
2712,398512.5693837628
2713,169081.18120615545
2714,150006.00413854505
2715,164428.56587196744
2716,143355.7062980368
2717,190834.8108997733
2718,227408.11141152485
2719,157799.14022829963
2720,172728.18394293997
2721,133915.84405261942
2722,160095.03162916252
2723,144080.7343721724
2724,125722.64635281787
2725,127332.4800121386
2726,144895.23370552622
2727,174844.12640121148
2728,167722.1251497312
2729,150546.9366074599
2730,143579.9831829617
2731,125312.53917439445
2732,126916.15500783637
2733,154192.31543304495
2734,133525.43652327568
2735,131840.8760679117
